item_id,app_name,_Action,_Adventure,_Casual,_Education,_Horror,_Indie,_Open World,_Puzzle,_RPG,_Racing,_Shooter,_Simulation,_Sports,_Strategy
21000,LEGO Batman,3,0,0,0,0,0,0,0,0,0,0,0,0,0
21090,F.E.A.R.,8,0,0,0,0,0,0,0,0,0,0,0,0,0
21100,F.E.A.R. 3,10,0,0,0,0,0,0,0,0,0,0,0,0,0
21660,Street Fighter® IV,3,0,0,0,0,0,0,0,0,0,0,0,0,0
21690,Resident Evil™ 5/ Biohazard 5®,8,0,0,0,0,0,0,0,0,0,0,0,0,0
21780,Driver® Parallel Lines,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22000,World of Goo,0,0,0,0,0,7,0,0,0,0,0,0,0,0
22100,Mount & Blade,0,0,0,0,0,5,0,0,0,0,0,0,0,0
22120,Penumbra: Black Plague Gold Edition,4,0,0,0,0,0,0,0,0,0,0,0,0,0
22180,Penumbra Overture,4,0,0,0,0,0,0,0,0,0,0,0,0,0
22200,Zeno Clash,5,0,0,0,0,0,0,0,0,0,0,0,0,0
22230,Rock of Ages,4,0,0,0,0,0,0,0,0,0,0,0,0,0
22300,Fallout 3,0,0,0,0,0,0,0,0,32,0,0,0,0,0
22320,The Elder Scrolls III: Morrowind® Game of the Year Edition,0,0,0,0,0,0,0,0,11,0,0,0,0,0
22330,The Elder Scrolls IV: Oblivion® Game of the Year Edition,0,0,0,0,0,0,0,0,18,0,0,0,0,0
22340,Call of Cthulhu®: Dark Corners of the Earth,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22350,BRINK,8,0,0,0,0,0,0,0,0,0,0,0,0,0
22370,Fallout 3: Game of the Year Edition,0,0,0,0,0,0,0,0,60,0,0,0,0,0
22380,Fallout: New Vegas,156,0,0,0,0,0,0,0,0,0,0,0,0,0
22450,Hunted: The Demon’s Forge™,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22600,Worms Reloaded,0,0,0,0,0,0,0,0,0,0,0,0,0,10
22650,Alien Breed 2: Assault,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23310,The Last Remnant™,0,0,0,0,0,0,0,0,2,0,0,0,0,0
23450,Grand Ages: Rome,0,0,0,0,0,0,0,0,0,0,0,2,0,0
23490,Tropico 3,0,0,0,0,0,0,0,0,0,0,0,3,0,0
23530,Earth Defense Force: Insect Armageddon,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24010,Train Simulator,0,0,0,0,0,0,0,0,0,0,0,26,0,0
24240,PAYDAY™ The Heist,135,0,0,0,0,0,0,0,0,0,0,0,0,0
24720,SPORE™ Galactic Adventures,4,0,0,0,0,0,0,0,0,0,0,0,0,0
24740,Burnout Paradise: The Ultimate Box,0,0,0,0,0,0,0,0,0,30,0,0,0,0
24780,SimCity™ 4 Deluxe Edition,0,0,0,0,0,0,0,0,0,0,0,5,0,0
24790,Command & Conquer 3: Tiberium Wars,0,0,0,0,0,0,0,0,0,0,0,0,0,3
24800,Command & Conquer: Red Alert 3 - Uprising,0,0,0,0,0,0,0,0,0,0,0,0,0,2
24810,Command & Conquer 3: Kane's Wrath,0,0,0,0,0,0,0,0,0,0,0,0,0,3
24840,Medal of Honor: Airborne,5,0,0,0,0,0,0,0,0,0,0,0,0,0
24870,Need for Speed: Shift,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24960,Battlefield: Bad Company™ 2,38,0,0,0,0,0,0,0,0,0,0,0,0,0
24980,Mass Effect 2,0,0,0,0,0,0,0,0,15,0,0,0,0,0
25000,Overgrowth,21,0,0,0,0,0,0,0,0,0,0,0,0,0
25010,Lugaru HD,2,0,0,0,0,0,0,0,0,0,0,0,0,0
25500,Cricket Revolution,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25700,Madballs in Babo:Invasion,0,0,0,0,0,2,0,0,0,0,0,0,0,0
25800,Europa Universalis III Complete,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25830,Knights of Honor,0,0,0,0,0,0,0,0,0,0,0,0,0,2
25890,Hearts of Iron III,0,0,0,0,0,0,0,0,0,0,0,0,0,12
25900,King's Bounty: The Legend,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25910,Supreme Ruler 2020 Gold,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25980,Majesty 2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26500,Cogs,0,0,0,0,0,2,0,0,0,0,0,0,0,0
26800,Braid,0,0,7,0,0,0,0,0,0,0,0,0,0,0
26900,Crayon Physics Deluxe,0,0,2,0,0,0,0,0,0,0,0,0,0,0
27020,The Graveyard,0,0,0,0,0,2,0,0,0,0,0,0,0,0
27940,Dead Horde,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28000,Kane & Lynch 2: Dog Days,5,0,0,0,0,0,0,0,0,0,0,0,0,0
29180,Osmos,0,0,0,0,0,2,0,0,0,0,0,0,0,0
29800,Caster,11,0,0,0,0,0,0,0,0,0,0,0,0,0
31280,Poker Night at the Inventory,0,0,46,0,0,0,0,0,0,0,0,0,0,0
31290,Back to the Future: The Game,0,7,0,0,0,0,0,0,0,0,0,0,0,0
31860,Nancy Drew®: Legend of the Crystal Skull,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31930,Nancy Drew®: The White Wolf of Icicle Creek,0,1,0,0,0,0,0,0,0,0,0,0,0,0
32200,Metal Drift,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32330,LEGO® Indiana Jones™: The Original Adventures,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32340,LOOM™,0,1,0,0,0,0,0,0,0,0,0,0,0,0
32350,STAR WARS™ Starfighter™,2,0,0,0,0,0,0,0,0,0,0,0,0,0
32370,STAR WARS™ - Knights of the Old Republic™,0,20,0,0,0,0,0,0,0,0,0,0,0,0
32380,STAR WARS™ Jedi Knight: Dark Forces II,2,0,0,0,0,0,0,0,0,0,0,0,0,0
32390,STAR WARS™ Jedi Knight - Mysteries of the Sith™,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32400,STAR WARS™ - Dark Forces,5,0,0,0,0,0,0,0,0,0,0,0,0,0
32420,STAR WARS™: The Clone Wars - Republic Heroes™,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32430,STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition,8,0,0,0,0,0,0,0,0,0,0,0,0,0
32440,LEGO® Star Wars™ - The Complete Saga,0,6,0,0,0,0,0,0,0,0,0,0,0,0
32470,STAR WARS™ Empire at War - Gold Pack,0,0,0,0,0,0,0,0,0,0,0,0,0,3
32500,STAR WARS™: The Force Unleashed™ II,7,0,0,0,0,0,0,0,0,0,0,0,0,0
32630,Delta Force 2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
